x,y,phi
16.465863453815132,-49.799196787148595,1.8803405587155024e-47
16.867469879517927,-49.799196787148595,9.16226688145908e-48
17.26907630522075,-49.799196787148595,4.376154970884214e-48
17.670682730923545,-49.799196787148595,2.049268671489967e-48
18.07228915662637,-49.799196787148595,9.412990814776703e-49
18.473895582329163,-49.799196787148595,4.244034955694255e-49
18.875502008031987,-49.799196787148595,1.8798381181889768e-49
19.27710843373478,-49.799196787148595,8.187582954569423e-50
19.678714859437605,-49.799196787148595,3.5098622795542583e-50
20.0803212851404,-49.799196787148595,1.4821654235040298e-50
20.481927710843223,-49.799196787148595,6.170014714438297e-51
20.883534136546004,-49.799196787148595,2.5332840969622734e-51
21.28514056224884,-49.799196787148595,1.0261642251212055e-51
21.686746987951636,-49.799196787148595,4.1012201146128496e-52
22.088353413654445,-49.799196787148595,1.6170058703140792e-52
22.489959839357255,-49.799196787148595,6.287553325465021e-53
22.891566265060078,-49.799196787148595,2.4101660024694345e-53
23.293172690762873,-49.799196787148595,9.103547817483925e-54
23.694779116465696,-49.799196787148595,3.386715108556506e-54
24.096385542168477,-49.799196787148595,1.2404452299297217e-54
24.497991967871315,-49.799196787148595,4.471648244427639e-55
24.89959839357411,-49.799196787148595,1.586169085385007e-55
25.301204819276933,-49.799196787148595,5.535623393847604e-56
25.702811244979728,-49.799196787148595,1.900655114626489e-56
26.10441767068255,-49.799196787148595,6.420684085638752e-57
26.506024096385346,-49.799196787148595,2.1342888492940363e-57
26.90763052208817,-49.799196787148595,6.98226828479831e-58
27.30923694779095,-49.799196787148595,2.248574025692412e-58
27.710843373493802,-49.799196787148595,7.130061463010543e-59
28.112449799196582,-49.799196787148595,2.226740604631886e-59
28.514056224899406,-49.799196787148595,6.850986620804782e-60
28.9156626506022,-49.799196787148595,2.0771063567290613e-60
29.317269076305024,-49.799196787148595,6.2072110013470615e-61
29.718875502007805,-49.799196787148595,1.8288126545073674e-61
30.120481927710642,-49.799196787148595,5.31337909676316e-62
30.522088353413437,-49.799196787148595,1.522598621799814e-62
30.923694779116275,-49.799196787148595,4.30414757655539e-63
31.325301204819056,-49.799196787148595,1.2004388474493854e-63
31.72690763052188,-49.799196787148595,3.3036860793139256e-64
32.128514056224674,-49.799196787148595,8.972419149181573e-65
32.5301204819275,-49.799196787148595,2.4049790407863863e-65
32.931726907630306,-49.799196787148595,6.362634717773297e-66
33.333333333333115,-49.799196787148595,1.661556721929563e-66
33.734939759035896,-49.799196787148595,4.2832300873702534e-67
34.136546184738734,-49.799196787148595,1.090008125656767e-67
34.53815261044153,-49.799196787148595,2.738508155271241e-68
34.93975903614434,-49.799196787148595,6.792806138374858e-69
35.34136546184715,-49.799196787148595,1.663651097029857e-69
35.74297188754997,-49.799196787148595,4.0233054379726746e-70
36.14457831325278,-49.799196787148595,9.608263496577117e-71
36.54618473895556,-49.799196787148595,2.2661329144745857e-71
36.94779116465837,-49.799196787148595,5.278932769279007e-72
37.34939759036119,-49.799196787148595,1.2147118163362499e-72
37.751004016064,-49.799196787148595,2.7613230060304827e-73
38.15261044176684,-49.799196787148595,6.202012940272911e-74
38.55421686746962,-49.799196787148595,1.3765065081150891e-74
38.95582329317243,-49.799196787148595,3.0193698025569637e-75
39.35742971887524,-49.799196787148595,6.546547882718237e-76
39.75903614457806,-49.799196787148595,1.403249241446122e-76
40.16064257028086,-49.799196787148595,2.974093012433509e-77
40.562248995983694,-49.799196787148595,6.233677610424454e-78
40.963855421686475,-49.799196787148595,1.292345075978231e-78
41.3654618473893,-49.799196787148595,2.6505278269625845e-79
41.76706827309212,-49.799196787148595,5.3787572383465806e-80
42.168674698794916,-49.799196787148595,1.0801980843852236e-80
42.570281124497726,-49.799196787148595,2.147201214861128e-81
42.97188755020052,-49.799196787148595,4.225376548335817e-82
43.373493975903315,-49.799196787148595,8.23295973737886e-83
43.77510040160615,-49.799196787148595,1.58861205667907e-83
44.17670682730896,-49.799196787148595,3.03614807292598e-84
44.57831325301176,-49.799196787148595,5.748327993149885e-85
44.97991967871458,-49.799196787148595,1.078306016641295e-85
45.381526104417404,-49.799196787148595,2.0044294807289896e-86
45.783132530120184,-49.799196787148595,3.6927679560701843e-87
46.18473895582301,-49.799196787148595,6.743536582611198e-88
46.5863453815258,-49.799196787148595,1.2208366590905957e-88
46.98795180722864,-49.799196787148595,2.1913861432252715e-89
47.38955823293142,-49.799196787148595,3.900558617477485e-90
47.791164658634244,-49.799196787148595,6.885476655357389e-91
48.19277108433704,-49.799196787148595,1.2055662375769742e-91
48.59437751003986,-49.799196787148595,2.0938612162245175e-92
48.99598393574266,-49.799196787148595,3.608316466352952e-93
49.39759036144548,-49.799196787148595,6.197284437588453e-94
49.79919678714829,-49.799196787148595,1.2224295885242364e-94
-49.799196787148595,-49.397590361445786,6.197284437584796e-94
-49.397590361445786,-49.397590361445786,3.148576030160751e-93
-48.99598393574297,-49.397590361445786,1.8367446648939452e-92
-48.59437751004016,-49.397590361445786,1.0678418798366864e-91
-48.19277108433735,-49.397590361445786,6.159703466294311e-91
-47.791164658634536,-49.397590361445786,3.5245915647964367e-90
-47.389558232931726,-49.397590361445786,2.0003463288652806e-89
-46.98795180722892,-49.397590361445786,1.125899342400438e-88
-46.5863453815261,-49.397590361445786,6.284059220412432e-88
-46.18473895582329,-49.397590361445786,3.477549537069862e-87
-45.78313253012048,-49.397590361445786,1.9078418082038822e-86
-45.381526104417674,-49.397590361445786,1.0375011412980828e-85
-44.97991967871486,-49.397590361445786,5.591788906709675e-85
-44.57831325301205,-49.397590361445786,2.986519110130686e-84
-44.17670682730924,-49.397590361445786,1.5803970825158363e-83
-43.77510040160642,-49.397590361445786,8.28486320262428e-83
-43.373493975903614,-49.397590361445786,4.301821390992965e-82
-42.971887550200805,-49.397590361445786,2.2120508176998313e-81
-42.570281124497996,-49.397590361445786,1.1262623969196379e-80
-42.168674698795186,-49.397590361445786,5.676889392668145e-80
-41.76706827309238,-49.397590361445786,2.832246675313437e-79
-41.36546184738956,-49.397590361445786,1.3983764395283258e-78
-40.96385542168675,-49.397590361445786,6.831429651458357e-78
-40.562248995983936,-49.397590361445786,3.3015326259270922e-77
-40.160642570281134,-49.397590361445786,1.5781868589524648e-76
-39.75903614457832,-49.397590361445786,7.460418999774885e-76
-39.35742971887551,-49.397590361445786,3.4870194371241706e-75
-38.9558232931727,-49.397590361445786,1.6112316767762583e-74
-38.55421686746988,-49.397590361445786,7.358722697928037e-74
-38.152610441767074,-49.397590361445786,3.32138150801102e-73
-37.751004016064265,-49.397590361445786,1.4812937880679674e-72
-37.34939759036145,-49.397590361445786,6.526909558484973e-72
-36.947791164658646,-49.397590361445786,2.8409250904551623e-71
-36.54618473895583,-49.397590361445786,1.2213606357049981e-70
-36.14457831325302,-49.397590361445786,5.1857395666989306e-70
-35.74297188755021,-49.397590361445786,2.174280108529938e-69
-35.3413654618474,-49.397590361445786,9.001570556020505e-69
-34.939759036144586,-49.397590361445786,3.679455489076986e-68
-34.53815261044178,-49.397590361445786,1.4848406241518174e-67
-34.13654618473896,-49.397590361445786,5.9153336631183994e-67
-33.73493975903615,-49.397590361445786,2.3262513232540276e-66
-33.33333333333334,-49.397590361445786,9.030018784805481e-66
-32.93172690763053,-49.397590361445786,3.459812609290428e-65
-32.53012048192771,-49.397590361445786,1.3083530157752842e-64
-32.1285140562249,-49.397590361445786,4.882925129734724e-64
-31.726907630522092,-49.397590361445786,1.7984091518490315e-63
-31.325301204819272,-49.397590361445786,6.536051427856319e-63
-30.923694779116467,-49.397590361445786,2.343793184203067e-62
-30.522088353413647,-49.397590361445786,8.291824890312739e-62
-30.12048192771084,-49.397590361445786,2.8936684549641205e-61
-29.71887550200803,-49.397590361445786,9.9596918579887e-61
-29.317269076305216,-49.397590361445786,3.380349989525488e-60
-28.915662650602396,-49.397590361445786,1.1311124957526179e-59
-28.514056224899587,-49.397590361445786,3.7305966217004258e-59
-28.112449799196774,-49.397590361445786,1.2124692410484855e-58
-27.71084337349397,-49.397590361445786,3.8821145366924046e-58
-27.30923694779115,-49.397590361445786,1.2242013950373864e-57
-26.907630522088343,-49.397590361445786,3.80107329642907e-57
-26.506024096385524,-49.397590361445786,1.1617567067097196e-56
-26.10441767068271,-49.397590361445786,3.4944323442838658e-56
-25.702811244979898,-49.397590361445786,1.0341985133642417e-55
-25.301204819277093,-49.397590361445786,3.0111570330492476e-55
-24.899598393574273,-49.397590361445786,8.624450348112324e-55
-24.497991967871467,-49.397590361445786,2.4299680002211686e-54
-24.09638554216865,-49.397590361445786,6.735731258356825e-54
-23.694779116465842,-49.397590361445786,1.8372664666882245e-53
-23.293172690763026,-49.397590361445786,4.932809126543396e-53
-22.89156626506021,-49.397590361445786,1.304129610938004e-52
-22.489959839357397,-49.397590361445786,3.396626241430043e-52
-22.08835341365459,-49.397590361445786,8.719289939658991e-52
-21.68674698795177,-49.397590361445786,2.2070569577887313e-51
-21.28514056224896,-49.397590361445786,5.510597503824706e-51
-20.88353413654615,-49.397590361445786,1.3574542147253057e-50
-20.481927710843333,-49.397590361445786,3.2990943372485945e-50
-20.08032128514052,-49.397590361445786,7.90876114020159e-50
-19.678714859437708,-49.397590361445786,1.8692379450783983e-49
-19.277108433734895,-49.397590361445786,4.352797595328108e-49
-18.87550200803209,-49.397590361445786,9.978240322922147e-49
-18.47389558232927,-49.397590361445786,2.249641312698407e-48
-18.072289156626464,-49.397590361445786,4.983468845817686e-48
-17.67068273092366,-49.397590361445786,1.0837361624204435e-47
-17.269076305220835,-49.397590361445786,2.311881058590939e-47
-16.867469879518033,-49.397590361445786,4.835325350023701e-47
-16.465863453815224,-49.397590361445786,9.912551569544544e-47
-16.064257028112422,-49.397590361445786,1.991823159172842e-46
-15.662650602409606,-49.397590361445786,3.924200150782884e-46
-15.261044176706804,-49.397590361445786,7.584417203367543e-46
-14.859437751003988,-49.397590361445786,1.4390320918675046e-45
-14.457831325301193,-49.397590361445786,2.682385651730414e-45
-14.056224899598362,-49.397590361445786,4.915360690046962e-45
-13.654618473895567,-49.397590361445786,8.858226260818412e-45
-13.253012048192751,-49.397590361445786,1.5700512731568563e-44
-12.851405622489956,-49.397590361445786,2.7359005727604296e-44
-12.449799196787133,-49.397590361445786,4.6837334660543775e-44
-12.04819277108433,-49.397590361445786,7.869916161216457e-44
-11.646586345381507,-49.397590361445786,1.2965451964386785e-43
-11.244979919678713,-49.397590361445786,2.092474612210653e-43
-10.843373493975903,-49.397590361445786,3.3063460517786943e-43
-10.441767068273094,-49.397590361445786,5.114705853688362e-43
-10.040160642570278,-49.397590361445786,7.749681548518939e-43
-9.638554216867469,-49.397590361445786,1.1512537402648664e-42
-9.236947791164653,-49.397590361445786,1.679149040608461e-42
-8.835341365461858,-49.397590361445786,2.40844578380856e-42
-8.433734939759042,-49.397590361445786,3.4026371732065734e-42
-8.032128514056247,-49.397590361445786,4.742015712017536e-42
-7.630522088353423,-49.397590361445786,6.527053293554851e-42
-7.228915662650621,-49.397590361445786,8.88176358615126e-42
-6.827309236947791,-49.397590361445786,1.1955724536933975e-41
-6.425702811245003,-49.397590361445786,1.5921253967895728e-41
-6.02409638554218,-49.397590361445786,2.0959720775903024e-41
-5.622489959839385,-49.397590361445786,2.723065508512557e-41
-5.2208835341365685,-49.397590361445786,3.482219009210508e-41
-4.819277108433759,-49.397590361445786,4.3691970749989854e-41
-4.41767068273095,-49.397590361445786,5.36195669230513e-41
-4.016064257028148,-49.397590361445786,6.419626235085251e-41
-3.614457831325332,-49.397590361445786,7.486908938512575e-41
-3.21285140562253,-49.397590361445786,8.503444632557106e-41
-2.8112449799197137,-49.397590361445786,9.41533264743803e-41
-2.4096385542169116,-49.397590361445786,1.0184888995514931e-40
-2.0080321285140883,-49.397590361445786,1.0795475720535306e-40
-1.6064257028112863,-49.397590361445786,1.125040296725107e-40
-1.2048192771084771,-49.397590361445786,1.1567182697208695e-40
-0.803212851405668,-49.397590361445786,1.1769669542410517e-40
-0.40160642570285887,-49.397590361445786,1.1880539839620898e-40
-6.394884621840902e-14,-49.397590361445786,1.1915618377261682e-40
0.4016064257027523,-49.397590361445786,1.1880539839620868e-40
0.8032128514055614,-49.397590361445786,1.1769669542410736e-40
1.2048192771083848,-49.397590361445786,1.156718269720906e-40
1.6064257028111868,-49.397590361445786,1.1250402967251134e-40
2.008032128514003,-49.397590361445786,1.0795475720535202e-40
2.409638554216798,-49.397590361445786,1.0184888995514847e-40
2.811244979919614,-49.397590361445786,9.41533264743826e-41
3.2128514056224233,-49.397590361445786,8.503444632557316e-41
3.6144578313252254,-49.397590361445786,7.486908938512588e-41
4.016064257028027,-49.397590361445786,6.419626235085325e-41
4.417670682730858,-49.397590361445786,5.361956692305159e-41
4.819277108433646,-49.397590361445786,4.3691970749989115e-41
5.220883534136469,-49.397590361445786,3.4822190092105006e-41
5.622489959839278,-49.397590361445786,2.7230655085125906e-41
6.024096385542094,-49.397590361445786,2.0959720775903064e-41
6.425702811244889,-49.397590361445786,1.5921253967895728e-41
6.827309236947698,-49.397590361445786,1.1955724536933674e-41
7.228915662650508,-49.397590361445786,8.881763586151277e-42
7.630522088353331,-49.397590361445786,6.527053293554958e-42
8.032128514056133,-49.397590361445786,4.742015712017601e-42
8.433734939758942,-49.397590361445786,3.402637173206665e-42
8.835341365461737,-49.397590361445786,2.4084457838086488e-42
9.23694779116456,-49.397590361445786,1.6791490406084622e-42
9.638554216867362,-49.397590361445786,1.1512537402648871e-42
10.040160642570179,-49.397590361445786,7.749681548518759e-43
10.441767068272974,-49.397590361445786,5.114705853688392e-43
10.843373493975804,-49.397590361445786,3.306346051778602e-43
11.244979919678599,-49.397590361445786,2.0924746122106193e-43
11.646586345381422,-49.397590361445786,1.2965451964386626e-43
12.048192771084224,-49.397590361445786,7.869916161216368e-44
12.449799196787033,-49.397590361445786,4.683733466054266e-44
12.851405622489843,-49.397590361445786,2.7359005727604704e-44
13.253012048192645,-49.397590361445786,1.570051273156829e-44
13.65461847389546,-49.397590361445786,8.858226260818694e-45
14.056224899598277,-49.397590361445786,4.9153606900468637e-45
14.457831325301072,-49.397590361445786,2.682385651730401e-45
14.859437751003895,-49.397590361445786,1.4390320918674912e-45
15.26104417670669,-49.397590361445786,7.584417203367588e-46
15.6626506024095,-49.397590361445786,3.9242001507828685e-46
16.064257028112323,-49.397590361445786,1.991823159172874e-46
16.465863453815132,-49.397590361445786,9.912551569544295e-47
16.867469879517927,-49.397590361445786,4.835325350023875e-47
17.26907630522075,-49.397590361445786,2.3118810585909344e-47
17.670682730923545,-49.397590361445786,1.0837361624204657e-47
18.07228915662637,-49.397590361445786,4.983468845817657e-48
18.473895582329163,-49.397590361445786,2.249641312698409e-48
18.875502008031987,-49.397590361445786,9.978240322922147e-49
19.27710843373478,-49.397590361445786,4.352797595328194e-49
19.678714859437605,-49.397590361445786,1.8692379450784066e-49
20.0803212851404,-49.397590361445786,7.908761140202007e-50
20.481927710843223,-49.397590361445786,3.2990943372487046e-50
20.883534136546004,-49.397590361445786,1.3574542147253966e-50
21.28514056224884,-49.397590361445786,5.510597503825062e-51
21.686746987951636,-49.397590361445786,2.2070569577888995e-51
22.088353413654445,-49.397590361445786,8.719289939659688e-52
22.489959839357255,-49.397590361445786,3.39662624143037e-52
22.891566265060078,-49.397590361445786,1.3041296109381026e-52
23.293172690762873,-49.397590361445786,4.932809126543944e-53
23.694779116465696,-49.397590361445786,1.8372664666884005e-53
24.096385542168477,-49.397590361445786,6.73573125835783e-54
24.497991967871315,-49.397590361445786,2.4299680002214725e-54
24.89959839357411,-49.397590361445786,8.624450348113637e-55
25.301204819276933,-49.397590361445786,3.01115703304966e-55
25.702811244979728,-49.397590361445786,1.0341985133644055e-55
26.10441767068255,-49.397590361445786,3.494432344284356e-56
26.506024096385346,-49.397590361445786,1.1617567067099363e-56
26.90763052208817,-49.397590361445786,3.801073296429748e-57
27.30923694779095,-49.397590361445786,1.2242013950376568e-57
27.710843373493802,-49.397590361445786,3.882114536693155e-58
28.112449799196582,-49.397590361445786,1.212469241048757e-58
28.514056224899406,-49.397590361445786,3.7305966217012195e-59
28.9156626506022,-49.397590361445786,1.131112495752899e-59
29.317269076305024,-49.397590361445786,3.380349989526251e-60
29.718875502007805,-49.397590361445786,9.95969185799123e-61
30.120481927710642,-49.397590361445786,2.8936684549648477e-61
30.522088353413437,-49.397590361445786,8.291824890315283e-62
30.923694779116275,-49.397590361445786,2.3437931842037505e-62
31.325301204819056,-49.397590361445786,6.536051427858211e-63
31.72690763052188,-49.397590361445786,1.798409151849593e-63
32.128514056224674,-49.397590361445786,4.8829251297364164e-64
32.5301204819275,-49.397590361445786,1.3083530157756909e-64
32.931726907630306,-49.397590361445786,3.4598126092916576e-65
33.333333333333115,-49.397590361445786,9.030018784808585e-66
33.734939759035896,-49.397590361445786,2.3262513232548638e-66
34.136546184738734,-49.397590361445786,5.915333663120521e-67
34.53815261044153,-49.397590361445786,1.4848406241524107e-67
34.93975903614434,-49.397590361445786,3.679455489078286e-68
35.34136546184715,-49.397590361445786,9.001570556023895e-69
35.74297188754997,-49.397590361445786,2.174280108530773e-69
36.14457831325278,-49.397590361445786,5.185739566700996e-70
36.54618473895556,-49.397590361445786,1.2213606357055259e-70
36.94779116465837,-49.397590361445786,2.8409250904564597e-71
37.34939759036119,-49.397590361445786,6.52690955848774e-72
37.751004016064,-49.397590361445786,1.4812937880686271e-72
38.15261044176684,-49.397590361445786,3.3213815080124476e-73
38.55421686746962,-49.397590361445786,7.358722697931294e-74
38.95582329317243,-49.397590361445786,1.6112316767769334e-74
39.35742971887524,-49.397590361445786,3.4870194371257945e-75
39.75903614457806,-49.397590361445786,7.460418999778392e-76
40.16064257028086,-49.397590361445786,1.5781868589532018e-76
40.562248995983694,-49.397590361445786,3.3015326259286186e-77
40.963855421686475,-49.397590361445786,6.831429651461722e-78
41.3654618473893,-49.397590361445786,1.398376439528942e-78
41.76706827309212,-49.397590361445786,2.832246675314801e-79
42.168674698794916,-49.397590361445786,5.676889392670789e-80
42.570281124497726,-49.397590361445786,1.126262396920212e-80
42.97188755020052,-49.397590361445786,2.212050817700927e-81
43.373493975903315,-49.397590361445786,4.301821390995153e-82
